X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-118.1751317,34.05663477,1943,PlanManagement,RPPL2016001333,,Address,2016/03/14 00:00:00+00,2016/04/06 00:00:00+00,,Completed,"April 6, 2016Sarah Zagha22056 Galvez St.Woodland Hills, CA 91364 SUBJECT PROPERTY:	RPPL (2016001333) 每 Request for Rebuild Letter 4210 City Terrace Drive Los Angeles, CA 90063  	(APN#:5226-016-003) Dear Ms Zagha:The subject property is currently zoned and designated by the Community Plan as follows:Zone:  C-3 (General Commercial)Land Use Policy: CC (Community Commercial)Community Standards District (CSD):  East Los AngelesThe detached single family residence indicated in your request is considered nonconforming with reference to the above mentioned zone and land use policy.Should the single family residence be damaged or destroyed it may be restored to the condition in which it was immediately prior to the occurrence of such damage or destruction, provided that the cost of reconstruction does not exceed 50% of the total market value of the single family residence immediately prior to the damage as determined by the methods set forth in section 22.56.1510 G1a and b of the Los Angeles County Zoning Code.  However, if the cost of reconstruction is greater than 50% of the current market value of the detached single family residence, reconstruction will be subject to current development standards.Should you have any questions related to the information in this letter, please contact the Land Development Coordinating Center (213) 974-6470 or email me directly at erodriguez@planning.lacounty.gov (preferred) during our business hours, 7:30 a.m. to 6 p.m., Monday through Thursday.  Our offices are closed Fridays.  Sincerely,Elsa M. Rodriguez, Senior PlannerLand Development Coordinating Center320 W Temple St. Los Angeles, CA 90012",Referrals & Letters,Rebuild Letter,
-118.392998,34.41426285,1944,PlanManagement,RPPL2016001334,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,,Approved,Attached patio cover,Referrals & Letters,Zoning Conformance Review,
-118.392998,34.41426285,1945,PlanManagement,RPPL2016001335,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,2018/03/14 00:00:00+00,Approved,Approved for attached patio cover,Referrals & Letters,Zoning Conformance Review,
-118.2905996,33.82568387,1946,PlanManagement,RPPL2016001336,,Address,2016/03/14 00:00:00+00,2016/08/15 00:00:00+00,,Approved,"Legalize non-permitted existing 1,172 sq ft preschool building (Building B) associated to an existing Church (Building F), reconfigure parking layout and proposed 12 new parking spaces.  Parking is based on Church Occupancy Load of 185 (185/500=37 spaces). A total of 37 parking spaces are provided (2 handicap spaces, 21 standard spaces and 14 compact spaces). New interior restroom within an existing building ※B§ and Construct a new shade structure for existing playground structure. ",Permits & Reviews,Site Plan Review - Ministerial,
-118.2905713,33.82560537,1947,PlanManagement,RPPL2016001336,,Address,2016/03/14 00:00:00+00,2016/08/15 00:00:00+00,,Approved,"Legalize non-permitted existing 1,172 sq ft preschool building (Building B) associated to an existing Church (Building F), reconfigure parking layout and proposed 12 new parking spaces.  Parking is based on Church Occupancy Load of 185 (185/500=37 spaces). A total of 37 parking spaces are provided (2 handicap spaces, 21 standard spaces and 14 compact spaces). New interior restroom within an existing building ※B§ and Construct a new shade structure for existing playground structure. ",Permits & Reviews,Site Plan Review - Ministerial,
-117.9035336,33.99129362,1949,PlanManagement,RPPL2016001337,,Address,2016/03/14 00:00:00+00,2016/05/23 00:00:00+00,,Approved,1094 SQFT ADDITION/ NEW CARPORT,Permits & Reviews,Site Plan Review - Ministerial,
-118.2905996,33.82568387,1950,PlanManagement,RPPL2016001338,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,,Withdrawn,Case voided on 03/14/16,Permits & Reviews,Certificate of Compliance,
-118.2905713,33.82560537,1951,PlanManagement,RPPL2016001338,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,,Withdrawn,Case voided on 03/14/16,Permits & Reviews,Certificate of Compliance,
-118.2731717,33.89279125,1952,PlanManagement,RPPL2016001341,,Address,2016/03/14 00:00:00+00,2016/03/23 00:00:00+00,,Completed,Approved for food establishment per PP45993.Food Establishement retail sale for diatary supplements,Referrals & Letters,Business License Referral,
-118.4953355,34.44353791,1953,PlanManagement,RPPL2016001340,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,2018/03/14 00:00:00+00,Approved,Approved for pool,Referrals & Letters,Zoning Conformance Review,
-117.9352432,34.03717959,1954,PlanManagement,RPPL2016001348,,Address,2016/03/14 00:00:00+00,2016/05/11 00:00:00+00,,Recorded,,Permits & Reviews,Certificate of Compliance,
-118.326775,33.89031945,1955,PlanManagement,RPPL2016001349,,Address,2016/03/14 00:00:00+00,2016/03/16 00:00:00+00,,Completed,,Referrals & Letters,Zoning Verification Letter,
-117.7922754,34.12180647,1956,PlanManagement,RPPL2016001350,,Address,2016/03/14 00:00:00+00,2016/04/19 00:00:00+00,,Completed,Food establishment,Referrals & Letters,Business License Referral,
-117.9250287,33.99022784,1957,PlanManagement,RPPL2016001351,,Address,2016/03/14 00:00:00+00,,,Void,2 Channel letter signs and re-facing of pylon sign,Permits & Reviews,Site Plan Review - Ministerial,
-118.554583,34.35827133,1958,PlanManagement,RPPL2016001354,,Address,2016/03/14 00:00:00+00,2016/12/29 00:00:00+00,,Approved,New self storage facility,Permits & Reviews,Site Plan Review - Ministerial,
-118.554583,34.35827133,1959,PlanManagement,RPPL2016001353,,Address,2016/03/14 00:00:00+00,,,Void,new storage facility,Permits & Reviews,Site Plan Review - Discretionary,
-117.9737972,34.05697972,1963,PlanManagement,RPPL2016001342,,Address,2016/03/14 00:00:00+00,2016/10/06 00:00:00+00,,Approved,490 SQFT ADDITION,Permits & Reviews,Site Plan Review - Ministerial,
-117.8896293,33.98671547,1964,PlanManagement,RPPL2016001343,,Address,2016/03/14 00:00:00+00,2016/05/09 00:00:00+00,,Approved,"?	Plot plan RPPL2016001343 is approved for a new 35 sq. ft. internally illuminated channel letter wall sign with logo for Domino＊s.?	Signage meets applicable Zoning Code requirements. ?	Obtain permits from Building and Safety for signage.",Permits & Reviews,Site Plan Review - Ministerial,
-118.1742907,34.06110396,1965,PlanManagement,RPPL2016001345,,Address,2016/03/14 00:00:00+00,2016/03/30 00:00:00+00,,Open,"NEW 12.75 SF BUSINESS SIGN.!DO NOT REMOVE!RPPL 20160013451681 (1683) N EASTERN AVE, EAST LOS ANGELES, 90063 (APN 5223-036-013)Site Plan approved for one new 12.75 square feet illuminated business wall sign as shown on the Plans. ?	The project site is within the East Los Angeles Community Standards District (※East LA CSD§).?	No changes are proposed or approved for any existing structure, parking, or landscaping.  Dimensions and conditions as shown on the plans.?	The signs are not proposed to be rotating, revolving, animated, flashing, moving, or audible.?	Subject property is within the M-2 (Heavy Manufacturing) zone.   	 ?	In no case shall a lighted sign or lighting device thereof be so placed or directed so as to permit the beams and illumination therefrom to be directed or beamed upon a public street, highway, sidewalk or adjacent premises so as to cause glare or reflection that may constitute a traffic hazard or nuisance.  ?	All signs shall be designed in the simplest form and lie free of any bracing, angle-iron, guy wires, cables or similar devices.  ?	All signs shall be maintained in good repair, including display surfaces, which shall be kept neatly painted or posted.?	The legality of the existing structures and uses on the property has not been verified.  Los Angeles County Department of Building & Safety to verify the legality of existing uses and conditions.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	No grading is authorized for this project. ?	Changes to this approval require additional Los Angeles County Department of Regional Planning review and fees, and may be subject to the Green Building Program.  ?	Sign plan is not to scale.  Abide by dimensions as indicated on the sign plan.?	The East LA CSD provides that the total permitted sign area of all signs on a building or site is 10-percent of the building face, not to exceed 240 square feet.  Building face area is the height of the building (not including the parapet) multiplied by its frontage.?	The proposed project frontage is 22.5 feet on Eastern Avenue.  ?	The maximum sign area permitted is 29.25 square feet.?	The proposed business wall sign area is 12.75 square feet. Obtain all required permits and approvals from the Los Angeles County Department of Public Works prior to installation or construction.EXPIRES 03/30/18!DO NOT REMOVE!",Permits & Reviews,Site Plan Review - Ministerial,
-117.8348755,34.61774553,1966,PlanManagement,RPPL2016001344,,Address,2016/03/14 00:00:00+00,2016/03/14 00:00:00+00,,Approved,"Legalize garage conversion, carport, and addition to SFR: RPPL2016001344                                       DETAILS OF APPROVAL                        This approval expires: 3/14/1840513 Fieldspring St., Lancaster, APN 3070026017                                                                                      R-A / H2APPROVED: 1) 323 square feet (sf) addition to existing single family residence (SFR) The addition consists of adding a new master bathroom and closet. 2) 473 sf attached garage converted to bedroom, and 3) new 306 sf attached carport to replace the garage. The addition and garage conversion are accessable from the existing SFR via common areas and are approved as additional living space for the existing SFR, and not intended to be used as separate dwelling unit(s). --Height and setbacks approved as shown on the plans. --proposed roofing and siding complies with SFR development standards as outlined in Title 22, Section 22.20.105.--The property is under 1 acre gross and is therefore IS REQUIRED by Regional Planning to have covered parking space for two-cars with a paved driveway. The proposed carport meets this requirement.--This project must comply with the Green Building ordinance to the satisfaction of the Department of Public Works. --No oak trees are depicted on the plans and no encroachments or removals are authorized. No grading is depicted on the plans and none is authorized.--Any outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9. --Property may not be used for Commercial or Industrial purposes.--Prior to the commencement of any construction, obtain any required permits and approvals from the Los Angeles County Departments of Public Works, Environmental Health and Fire.  ",Referrals & Letters,Zoning Conformance Review,
-117.9208799,33.97513796,1967,PlanManagement,RPPL2016001346,,Address,2016/03/14 00:00:00+00,2016/03/21 00:00:00+00,,Approved,"?	Plans approved for a 720 sq. ft. detached guess house. ?	Front yard setback of 20ft., side yard setback of 5ft., and rear yard setback of 15ft. must be maintained.  Eaves may project a maximum distance of 2.5ft. into any required yard provided that such eaves are not closer than 2.5ft. to any lot line, no portion of such eaves are less than 8ft. above grade, and that there are no vertical supports or members within the required yard.?	Existing use is a single family residence.?	All rooms within the residence must have interior access.?	All detached accessory structures shall have a minimum 6ft. separation from the main dwelling unit.?	The proposed guest house shall not be less that 20ft. from the existing single family dwelling.?	Guest house shall be used for temporary guest or servants of the occupants of such residence.?	Proposed guest house shall not have a kitchen or kitchen facilities.?	Guest shall not be rented or otherwise used as a separate dwelling unit.?	A covenant imposing a land use restriction has been signed and recorded by the owner #20160305233.?	Proposed addition shall comply with the development standards of the Rowland Heights Community Standards District. Fifty percent of the required front yard shall be landscaped.?	No wet bars shall be located in any bedrooms. ?	No double sinks allowed in the wet bars.?	No changes are proposed to the existing driveway, curbcut, or existing garage. At least 2 covered parking spaces must be maintained at the property.  This is satisfied by the existing attached 2-car garage. ?	The driveway must be at least 10ft. in width.  ?	Each parking space must have the dimensions 8.5ft. in width and 18ft. in length.?	The garage spaces must be conveniently accessible and permanently maintained for the parking of vehicles only.?	No changes are proposed to the existing backup area.  ?	Proposed addition shall not encroach into the garage door and back up area.?	Fences and walls in the rear yard and interior side yard cannot exceed 6ft. in height and in the front yard cannot exceed 3.5ft. in height.  ?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	Fire approval has been obtained.?	No oak trees shown on plans. ?	No new wall/fences shown on plans.?	Exterior walls and roof material shall not have reflective, glossy, polished and/or roll-formed type metal.?	No grading is proposed or authorized.  ?	The legality of existing structures has not been verified.  ?	Changes to this approval require additional DRP review and fees, and may be subject to the Green Building Program.?	Obtain building permits from the Department of Public Works, Building and Safety Division.",Permits & Reviews,Site Plan Review - Ministerial,
-118.7066473,34.03897643,1968,PlanManagement,RPPL2016001347,,Address,2016/03/14 00:00:00+00,2016/10/05 00:00:00+00,,Approved,Outer Precinct student housing rehabilitation project component of Pepperdine Campus Life Project. REA approves revised design for the construction of the Outer Precinct dorm building accommodating 458 beds.,Permits & Reviews,Revised Exhibit "A",
-118.1383946,34.18762227,1971,PlanManagement,RPPL2016001356,,Address,2016/03/14 00:00:00+00,2016/04/11 00:00:00+00,2018/04/11 00:00:00+00,Approved,NEW CLASSROMMS / PARKING at Pasadena Waldorf school,Permits & Reviews,Revised Exhibit "A",
-118.19253,33.89644249,1973,PlanManagement,RPPL2016001357,,Address,2016/03/15 00:00:00+00,2016/07/14 00:00:00+00,,Approved,Change of use office to k-6 elementary,Referrals & Letters,Zoning Conformance Review,
-118.1928114,33.89636435,1974,PlanManagement,RPPL2016001357,,Address,2016/03/15 00:00:00+00,2016/07/14 00:00:00+00,,Approved,Change of use office to k-6 elementary,Referrals & Letters,Zoning Conformance Review,
-118.2551453,33.95997732,1975,PlanManagement,RPPL2016001358,LA FAVORITA RESTAURANT,Address,2016/03/15 00:00:00+00,2016/06/02 00:00:00+00,,Approved,"ESTABLISH RESTAURANT IN IN EXISTING COMMERCIAL BLDGTenant Improvement for a New Restaurant. Building was constructed in 1925; Memo dated August 28, 2013 Subdivision and Zoning Ordinance policy No. 01-2013-Parking Requirements for proposed eating and Drinking Establishment States that ※any eating or drinking establishment may be permitted without required additional parking for buildings legally constructed prior to September 22, 1970§. ",Permits & Reviews,Site Plan Review - Ministerial,
-118.6229874,34.5065281,1976,PlanManagement,RPPL2016001359,,Address,2016/03/15 00:00:00+00,2016/03/15 00:00:00+00,2018/03/15 00:00:00+00,Approved,Approved for attached patio cover,Referrals & Letters,Zoning Conformance Review,
-118.1298791,34.18766328,1978,PlanManagement,RPPL2016001374,,Address,2016/03/15 00:00:00+00,2016/03/15 00:00:00+00,,Withdrawn,Yard sale: 4/2/16 and 4/3/16,Other,Yard Sale Registration,
-118.3630203,34.00518496,1979,PlanManagement,RPPL2016001375,,Address,2016/03/15 00:00:00+00,2016/05/12 00:00:00+00,,Approved,,Permits & Reviews,Revised Exhibit "A",
-118.1672108,34.03352044,1981,PlanManagement,RPPL2016001376,,Address,2016/03/15 00:00:00+00,2016/04/06 00:00:00+00,,Completed,Restaurant,Referrals & Letters,Business License Referral,
-118.112371,34.59167646,1982,PlanManagement,RPPL2016001360,,Address,2016/03/15 00:00:00+00,2016/05/11 00:00:00+00,,Recorded,case returned to DRP,Permits & Reviews,Certificate of Compliance,
-118.3661223,33.91485546,1984,PlanManagement,RPPL2016001361,,Address,2016/03/15 00:00:00+00,2017/06/13 00:00:00+00,,Approved,Legalize 495 sq ft ADU to garage,Permits & Reviews,Site Plan Review - Ministerial,
-118.5566162,34.46252485,1985,PlanManagement,RPPL2016001362,,Address,2016/03/15 00:00:00+00,2019/04/22 00:00:00+00,,Completed,,Referrals & Letters,Zoning Verification Letter,
-118.5576845,34.4623915,1987,PlanManagement,RPPL2016001363,,Address,2016/03/15 00:00:00+00,2016/03/17 00:00:00+00,,Completed,Zoning Verification letter for commercial shopping center.,Referrals & Letters,Zoning Verification Letter,
-118.4811882,34.45212185,1988,PlanManagement,RPPL2016001364,,Address,2016/03/15 00:00:00+00,2016/03/15 00:00:00+00,2018/03/15 00:00:00+00,Approved,Approved for pool and patio cover pending fuel mod approval,Referrals & Letters,Zoning Conformance Review,
-118.2280084,33.96545596,1989,PlanManagement,RPPL2016001365,,Address,2016/03/15 00:00:00+00,2016/04/26 00:00:00+00,,Approved,365 sq ft garage extension,Referrals & Letters,Zoning Conformance Review,
-118.0422175,33.94767999,1990,PlanManagement,RPPL2016001366,,Address,2016/03/15 00:00:00+00,2016/04/18 00:00:00+00,2018/04/18 00:00:00+00,Approved,234 sq. ft. patio,Referrals & Letters,Zoning Conformance Review,
-118.3656159,33.90931845,1991,PlanManagement,RPPL2016001369,,Address,2016/03/15 00:00:00+00,2016/03/29 00:00:00+00,,Approved,"RPPL20160013694940 WEST 135TH STREETAPN: 4147-002-011?	Approved for the construction 355 sq ft addition  to an existing single family dwelling?	This approval does not legalize existing conditions nor authorize construction.?	The existing one car garage must be maintained accessible for the parking and storage of bikes and vehicles. ?	One future reserved parking space maintained on the property. No covered parking is proposed at this time.?	Maintain height and yard setbacks as shown on the plans. ?	No oak tree encroachments or removals are proposed or authorized.  ?	No grading is proposed or approved. ?	Comply with Green Building requirements as per the Department of Public Works Building and Safety.?	Obtain all approvals and permits necessary from the County of Los Angeles, including but not limited to the Department of Public Works Building and Safety. These must be obtained prior to expiration of DRP＊s approval.?	Changes to this approval require additional DRP review and fees and may be subject to additional requirements.Approved: March 29, 2016Expires: March 29, 2018   DO NOT REMOVE",Referrals & Letters,Zoning Conformance Review,
-118.0757085,34.09329892,1992,PlanManagement,RPPL2016001368,PM068770,Address,2016/03/15 00:00:00+00,2016/05/09 00:00:00+00,,Approved,THREE UNIT CONDOMINIUM,Land Division,Parcel Map,
-118.2353112,33.95943805,1993,PlanManagement,RPPL2016001370,,Address,2016/03/15 00:00:00+00,2016/05/03 00:00:00+00,,Approved,3744 sq ft duplex with attached 960 sq ft garages,Permits & Reviews,Site Plan Review - Ministerial,
-118.2366457,34.21916575,1994,PlanManagement,RPPL2016001372,R2014-03027,Address,2016/03/15 00:00:00+00,2016/06/22 00:00:00+00,2016/06/22 00:00:00+00,Approved,TREE PLANTING FOR PM073114,Referrals & Letters,Zoning Conformance Review,
-117.9417209,34.05222063,1995,PlanManagement,RPPL2016001377,,Address,2016/03/16 00:00:00+00,2016/03/16 00:00:00+00,,Approved,"Tenant ImprovementProject No: RPPL 2016001377		Approved by William ChenApproval Date: 03/16/2016EXPIRES: 03/16/2018Address:   1880 N. Hacienda Blvd., La Puente	APN: 8489-012-073, 8489-012-074	Zone: C-2, P-R	CSD: n/aCountywide Land Use Policy:	CG 每 General CommercialFire Hazard Area:	NoRural Outdoor Lighting District:	NoThis Zoning Conformance Review approves the following for the above referenced project:?	RPPL 2016001377 approves the remodel and reconfiguration of existing restrooms and the relocation of an existing exterior exit. Special Notes:?	Pursuant to CUP 94-118, CUP 200400078, and CUP 201500073, if the permittee changes the operation of restaurant so as to require less parking than the minimum requirement (56 spaces), the permittee shall submit an application for a Revised Exhibit A within 90 days of such occurrence.  ?	Pursuant to CUP 94-118, CUP 200400078, and CUP 201500073, if the restaurant substantially changes its mode or character of operation or if the permittee changes the use or occupancy or otherwise modified the subject property so as to require parking beyond the minimum requirement, the permittee shall submit an application for a minor parking deviation, parking permit, variance, or other applicable permit, as determined by the Director, within 90 days of such occurrence.?	Proposed tenant improvement determined in consultation with Zoning Permits East as to not constitute a significant change in operation of restaurant.?	All parking spaces shall remain free and clear of debris, shall be continuously available for vehicular parking only and shall not be used for storage, vehicle repair or any other unauthorized uses.?	Approvals from other County agencies may be needed before the issuance of a Building Permit.  ?	No oaks trees are indicated to be present on the property.  This approval does not grant any impact on oak trees.  ?	No grading is proposed for this project. This approval does not authorize grading.?	This is not a building permit.?	This project must comply with the Green Building Program to the satisfaction of the Department of Public Works.This approval is found to be in substantial compliance with the Los Angeles County Title 22 code requirements.   Changes to this approval require additional DRP review and fees. Obtain any necessary approvals from Los Angeles County Department of Public Works. Approvals from other County Departments may be needed prior to the issuance of a Building Permit.",Referrals & Letters,Zoning Conformance Review,
-118.620669,34.46344599,1996,PlanManagement,RPPL2016001378,,Address,2016/03/16 00:00:00+00,2016/03/16 00:00:00+00,2018/03/16 00:00:00+00,Approved,Approved for pool,Referrals & Letters,Zoning Conformance Review,
-118.0085681,34.110279,1997,PlanManagement,RPPL2016001380,,Address,2016/03/16 00:00:00+00,2017/02/01 00:00:00+00,,Approved,Create one multi-family lot with 15 townhouse condominum unit in two buildings on 0.8 gross acres,Land Division,Tentative Map - Tract,
-118.0085681,34.110279,1998,PlanManagement,RPPL2016001381,TR74149,Address,2016/03/16 00:00:00+00,2017/02/01 00:00:00+00,,Approved,,Legacy - Environmental,Initial Study,
-118.0085681,34.110279,1999,PlanManagement,RPPL2016001382,TR74149,Address,2016/03/16 00:00:00+00,,,Withdrawn,C-2-BE to R-3,Permits & Reviews,Zone Change,
-117.9073531,33.97372366,2000,PlanManagement,RPPL2016001383,,Address,2016/03/16 00:00:00+00,2016/05/18 00:00:00+00,,Approved,"New second unit, 2 car garage, remodel with new bathrooms.",Permits & Reviews,Site Plan Review - Ministerial,
-118.0085681,34.110279,2001,PlanManagement,RPPL2016001389,TR74149,Address,2016/03/16 00:00:00+00,2017/02/01 00:00:00+00,,Approved,Create one multi-family lot with 15 condominium units in two buildings.,Permits & Reviews,CUP,
-118.0856551,34.11692575,2002,PlanManagement,RPPL2016001388,,Address,2016/03/16 00:00:00+00,2016/05/19 00:00:00+00,,Approved,add 270 sf for master bathrm to rear of main structure. Remodel interior bathroom and kitchen. new driveway.,Referrals & Letters,Zoning Conformance Review,
-118.2055112,33.8558863,2003,PlanManagement,RPPL2016001391,,Address,2016/03/16 00:00:00+00,2016/04/05 00:00:00+00,,Approved,"RPPL201600139119100 S. Susana RoadAPN 7306-021-012?	Approved for a tenant improvement, removal of 10 parking spaces for 5800 sq ft of outside storage.?	Must comply with outside storage requirements. Fencing will be 10ft high around outside storage area.?	Previous approval RPP201500428 conditions still apply except for parking.?	Total 59 parking spaces are required; 59 are provided (49 standard; 7 compact; 3 ADA).o	Warehouse area (including lobby) 每 54,406.5 square feet @ 1:1000o	Office area 每 2,031 square feet @ 1:400?	No more than 40% of the required number of parking spaces may be compact.?	ADA accessibility requirements must be to the satisfaction of Los Angeles County Building & Safety.?	A minimum of 4,357 square feet (2% of the parking area) is required to be landscaped; 26,175.7 square feet of landscaped area are provided.  ?	This project must comply with the Green Building ordinance to the satisfaction of the Department of Public Works. ?	No new signage is proposed or approved at this time.?	No grading is proposed and none is approved.?	No oak tree encroachments are identified and none are approved.?	This approval does not legalize existing conditions nor authorize construction.?	Obtain all approvals and permits necessary from the County of Los Angeles, including but not limited to the Department of Public Works Building and Safety, must be obtained prior to expiration of DRP＊s approval.?	Changes to this approval require additional DRP review and fees and may be subject to additional requirements.Approved: April 5, 2016Expires:     April 5, 2018DO NOT REMOVE ",Referrals & Letters,Zoning Conformance Review,
-118.1980469,33.90226278,2004,PlanManagement,RPPL2016001392,,Address,2016/03/16 00:00:00+00,2016/04/19 00:00:00+00,,Approved,(n) addition to (e) house- 1256 sf nad 600 sq ft detached (3) car garage(n) 3 car garage- 600 sf,Referrals & Letters,Zoning Conformance Review,
-117.9014358,33.98796502,2005,PlanManagement,RPPL2016001393,,Address,2016/03/16 00:00:00+00,2016/04/05 00:00:00+00,,Approved,DMV Registration,Referrals & Letters,DMV Referral,
-118.1647641,34.49483146,2006,PlanManagement,RPPL2016001394,,Address,2016/03/16 00:00:00+00,2016/03/17 00:00:00+00,,Approved,"Pool and spa: 33610 Desert Rd., Acton APN 3057-023-015      This approval expires: 3/17/18A-1-1 / RL1                             DETAILS OF APPROVAL                         RPPL2016001394--Approved: new in-ground pool and spa with decking as accessory to existing SFR. (In compliance with Acton Community Standards (CSD), no existing native vegetation is being disturbed for this project). --Any landscaping must comply with Acton CSD and Fire Dept fuel mod. requirements.  --No oak trees are depicted on the plans and no encroachments or removals are authorized. No grading is depicted on the plans and none is authorized. --This project must comply with the Green Building ordinance to the satisfaction of the Department of Public Works. --Obtain any necessary permits from Public Works, Fire and other applicable County Departments. --Any outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9.NOTE: Acton CSD limits the maximum amount of impervious surface that may be placed on a property. For a parcel of this size, the maximum allowed is 42% of the lot area or 11,000 square feet, whichever is smaller. For this property the max. allowed is 11,000 sf. This project does not exceed the maximum (as shown on the plans), and  any future projects involving building permits will also need to be designed not to exceed the 11,000 sf maximum.",Referrals & Letters,Zoning Conformance Review,
-117.8924046,33.99692974,2007,PlanManagement,RPPL2016001399,,Address,2016/03/16 00:00:00+00,2016/09/20 00:00:00+00,,Recorded,"LLA to better suit multiple owners on the same parcel. Lot 612,209 sq. ft. no structures. Rowland Heights ZD. Sup District #4.Elsa M. Rodriguez",Permits & Reviews,Lot Line Adjustment,
-118.3005037,33.94439354,2008,PlanManagement,RPPL2016001401,,Address,2016/03/16 00:00:00+00,2016/03/22 00:00:00+00,,Completed,Food establishment,Referrals & Letters,Business License Referral,
-118.1257721,34.19415655,2010,PlanManagement,RPPL2016001402,,Address,2016/03/16 00:00:00+00,2016/06/02 00:00:00+00,2018/06/02 00:00:00+00,Approved,pool spa and equipment,Referrals & Letters,Zoning Conformance Review,
-118.1829176,34.02993671,2011,PlanManagement,RPPL2016001400,,Address,2016/03/16 00:00:00+00,2016/04/14 00:00:00+00,,Approved,"2 bedroom, 1 bath addition to rear of unit",Permits & Reviews,Site Plan Review - Ministerial,
-117.9051216,33.98893611,2012,PlanManagement,RPPL2016001404,,Address,2016/03/16 00:00:00+00,2016/04/06 00:00:00+00,,Completed,Public eating - chinese food.,Referrals & Letters,Business License Referral,
-118.1320718,34.1807051,2020,PlanManagement,RPPL2016001395,,Address,2016/03/16 00:00:00+00,2016/03/24 00:00:00+00,,Completed,Public eating and live entertainment.,Referrals & Letters,Business License Referral,
-118.1540837,34.50324984,2021,PlanManagement,RPPL2016001396,,Address,2016/03/16 00:00:00+00,2016/03/17 00:00:00+00,,Approved,"Swimming pool and spa: 1706 Mary Rd., Acton APN 3057-028-041      This approval expires: 3/17/18A-2-2 / RL2                             DETAILS OF APPROVAL                         RPPL2016001396--Approved: new in-ground pool and spa with decking as accessory to existing SFR. (In compliance with Acton Community Standards (CSD), no existing native vegetation is being disturbed for this project). Pool is proposed to be on the existing flat portion of the property - existing land contours will not change.--Any landscaping must comply with Acton CSD and Fire Dept fuel mod. requirements.  --No oak trees are depicted on the plans and no encroachments or removals are authorized. No grading is depicted on the plans and none is authorized. --This project must comply with the Green Building ordinance to the satisfaction of the Department of Public Works. --Obtain any necessary permits from Public Works, Fire and other applicable County Departments. --Any outdoor lighting on the property must comply with the standards outlined in the Rural Outdoor Lighting District, as outlined in Title 22, Chapter 22.44, Part 9.NOTE: Acton CSD limits the maximum amount of impervious surface that may be placed on a property. For a parcel of this size, the maximum allowed is 42% of the lot area or 11,000 square feet, whichever is smaller. For this property the max. allowed is 11,000 sf. This project does not exceed the maximum (as shown on the plans), and  any future projects involving building permits will also need to be designed not to exceed the 11,000 sf maximum.",Referrals & Letters,Zoning Conformance Review,
-117.9130985,33.96996731,2022,PlanManagement,RPPL2016001397,,Address,2016/03/16 00:00:00+00,,,Waiting for Applicant,"Proposed New 16,770 sq. ft. 30' tall temple building, 164 parking spaces, 30,129 sq. ft landscaping. Rowland Heights CSD, A-1-1, N2, CoC RPPL2015000070.  Previously approved CUP 90160, not built, no expiration date. Applicant would like know if the new CUP can also not have an expiration date.Elsa M. Rodriguez.",Permits & Reviews,CUP,
-118.3762401,33.92471557,2023,PlanManagement,RPPL2016001405,,Address,2016/03/17 00:00:00+00,2016/04/19 00:00:00+00,,Approved,808 sq ft addition to (e) sfr and legalize 352 sq ft covered patio,Referrals & Letters,Zoning Conformance Review,
-117.9935151,34.03844533,2024,PlanManagement,RPPL2016001406,,Address,2016/03/17 00:00:00+00,2016/12/05 00:00:00+00,,Approved,legalize room addition/ patio enclosure/ carport,Permits & Reviews,Site Plan Review - Ministerial,
-117.9306968,34.08640067,2025,PlanManagement,RPPL2016001407,,Address,2016/03/17 00:00:00+00,2016/04/26 00:00:00+00,2018/04/26 00:00:00+00,Approved,Construction of a carport in backyard. Need removel of 5'6" of a brick wall in order to open space for the proposed carport. 216 sf,Referrals & Letters,Zoning Conformance Review,
-118.472754,34.44841809,2026,PlanManagement,RPPL2016001408,,Address,2016/03/17 00:00:00+00,2016/03/17 00:00:00+00,2018/03/17 00:00:00+00,Approved,Approved for pool,Referrals & Letters,Zoning Conformance Review,
-118.4301342,34.44567442,2027,PlanManagement,RPPL2016001409,,Address,2016/03/17 00:00:00+00,2016/03/17 00:00:00+00,2018/03/17 00:00:00+00,Approved,Approved for front porch,Referrals & Letters,Zoning Conformance Review,
-117.8213143,34.62711696,2028,PlanManagement,RPPL2016001411,,Address,2016/03/17 00:00:00+00,2016/06/21 00:00:00+00,,Approved,1839 SFR and 780 sf guest house,Permits & Reviews,Site Plan Review - Ministerial,
